ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,
12, Utilizing full power of RISC-V architecture via usage of RTEMS on top of SiFive FE310 processors ,This project aims to provide the RTEMS community with a new capability of utilizing the power of SiFive FE310 processors. The main objective of this..., Denis Obrezkov ," Mentor  Joel Sherrill, Hesham Almatary ", Organization  RTEMS Project ,/archive/2017/projects/4780624749527040,https://embeddedden.blogspot.com/2017/08/gsoc-2017-results-rtems-for-hifive1.html,No,No,"This project aims to provide the RTEMS community with a new capability of utilizing the power of SiFive FE310 processors. The main objective of this project is to implement a simple board support package which will allow to switch tasks, to use console and clock drivers. The outcome of this project is an easy-to-use alternative POSIX-compliant real-time operating system for processors with a modern architecture. The outcome for the RTEMS community is a new processor architecture supported, which will bring new developers to the project.",,['https://github.com/heshamelmatary/rtems-riscv/pull/3'],[]
13, RDMA-SparkGIS ,"Processing large amounts of spatial data involves a lot of overheads, higher latency, lower bandwidth, high processing time and a well defined...", Lakshay Nagpal ," Mentor  Fusheng Wang, Furqan Baig "," Organization  Stony Brook University, Biomedical Informatics ",/archive/2017/projects/4781368584175616,https://docs.google.com/document/d/1Iy-tNN3SV2FtvtClT1H9fk1Nt7lw_VLN-6itvAm0KFw/edit,No,Yes,"Processing large amounts of spatial data involves a lot of overheads, higher latency, lower bandwidth, high processing time and a well defined framework. All the issues addressed needs to be solved using different tools available in big data analytics. In this project, we will be focusing on solving these issues and combining the benefits of RDMA with SparkGIS framework to improve the overall performance in distributed computing. Our main goal is to understand RDMA and it’s deployment, configuring RDMA over Conventional Ethernet(RoCE), deploying RDMA-Spark on RoCE and finally deploying SparkGIS on RDMA-Spark. After all these deployments are done, we will shift our focus to optimizing SparkGIS for more accurate and faster results.",,[],[]
14, Rebuilding Interact.jl with WebIO.jl ,Interactive data exploration is an increasingly important component of data science. Interact.jl and Escher.jl are good libraries that have the..., Joel Mason , Mentor  Shashi Gowda , Organization  The Julia Language ,/archive/2017/projects/4784638128029696,https://jobjob.github.io/gsoc2017,No,No,"Interactive data exploration is an increasingly important component of data science. Interact.jl and Escher.jl are good libraries that have the potential to be extremely powerful for these tasks, but currently Interact only supports IJulia and Escher suffers some stability issues. WebIO.jl looks to be a promising path forward for building web based components that are created by or interface with Julia. Rebuilding Interact.jl on top of WebIO.jl will bring Interact beyond IJulia, to the Atom/Juno IDE and to desktop apps with Electron/Blink.jl. Additionally it should enable Escher.jl to reuse much of Interact, which will likely reduce Escher’s size and complexity significantly, increasing its stability. Furthermore, by removing its dependence on Jupyter and IPywidgets, Interact will gain flexibility to produce more complex UIs which intermix displayed data such as plots, and UI controls. Finally, I plan to add some automated UI testing which hopefully will assist in improving the stability of not just Interact and Escher, but potentially IJulia, Juno, and Blink as well.",,"['https://github.com/JuliaGizmos/WebIO.jl/pull/20', 'https://github.com/JuliaGizmos/WebIO.jl/pull/22', 'https://github.com/sglyon/PlotlyJS.jl/pull/127', 'https://github.com/JuliaGizmos/WebIO.jl/pull/23', 'https://github.com/JuliaGizmos/WebIO.jl/pull/25', 'https://github.com/JuliaGizmos/Observables.jl/pull/7', 'https://github.com/JuliaGizmos/WebIO.jl/pull/26', 'https://github.com/JuliaGizmos/WebIO.jl/pull/27', 'https://github.com/JuliaGizmos/Vue.jl/pull/1', 'https://github.com/JuliaGizmos/WebIO.jl/pull/28', 'https://github.com/JuliaGizmos/WebIO.jl/pull/29', 'https://github.com/JuliaGizmos/Vue.jl/pull/2', 'https://github.com/vuematerial/vue-material/pull/1001', 'https://github.com/vuematerial/vue-material/pull/994', 'https://github.com/vuejs/vuex/pull/918', 'https://github.com/JuliaGizmos/Observables.jl/pull/8', 'https://github.com/JuliaGizmos/Vue.jl/pull/3', 'https://github.com/JuliaGizmos/WebIO.jl/pull/30']",[]
15, Improved REST API Documentation ,"Improve and optimize OpenMRS REST API Specification

Improve Swagger Specification
Create API Overview Docs
Optimize/Cache Swagger Spec Creation...", Gayan Weerakutti , Mentor  bholagabbar , Organization  OpenMRS ,/archive/2017/projects/4787965653942272,https://www.linuxdeveloper.space/gsoc-2017-work-summary/,No,No,"Improve and optimize OpenMRS REST API Specification

Improve Swagger Specification
Create API Overview Docs
Optimize/Cache Swagger Spec Creation
Document Basic Search
And Bug Fixes",,"['https://github.com/openmrs/openmrs-module-webservices.rest/pull/602', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/309', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/307', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/294', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/306', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/302', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/300', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/298', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/299', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/295', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/296', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/297', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/288', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/281', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/280', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/279', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/278', 'https://github.com/openmrs/openmrs-module-webservices.rest/pull/276']",[]
16, Java StarFinder: Symbolic Execution with Separation Logic for Testing and Verifying Heap-manipulating Programs. ,"Symbolic PathFinder (SPF) has been very successful in testing and verifying Java bytecode programs with numeric inputs. However, its capability is...", Pham Hong Long ," Mentor  Quoc Sang Phan, Quang Loc Le ", Organization  The Java Pathfinder Team ,/archive/2017/projects/4789313736802304,https://github.com/longph1989/jpf-star,No,No,"Symbolic PathFinder (SPF) has been very successful in testing and verifying Java bytecode programs with numeric inputs. However, its capability is very limited when coping with programs that have heap data structures. The underlying lazy initialization algorithm exhaustively enumerates all heap objects that can bind to the structured inputs accessed by the program. This enumeration may identify many invalid heap configurations that violate properties of the data structures in the heap, which leads to a huge amount of false alarms.
We aim to tackle this problem by using separation logic, a well-known assertion language designed for reasoning about heap-manipulating programs. We will build a system, Java StarFinder (JSF), that enables users to describe properties of the data structures in the heap using separation logic. JSF is a symbolic execution engine, built on top of SPF, that generates path conditions (PCs) in the form of separation logic. These PCs are checked by a solver for satisfiability and test input generation. In addition, JSF can verify program correctness by collecting PCs satisfying some given preconditions and verifying if these PCs satisfy user-provided assertions.",,[],[]
17, Mitmweb Improve ,"Mitmweb is now shipped with our releases, supporting most of the fundamental features. However, some important features have not been brought to...", Matthew Shao ," Mentor  Aldo Cortesi, Maximilian Hils, Clemens Brunner ", Organization  The Honeynet Project ,/archive/2017/projects/4789821079814144,http://honeynet.org/node/1359,Yes,No,"Mitmweb is now shipped with our releases, supporting most of the fundamental features. However, some important features have not been brought to mitmweb yet. My plan for this summer is to make mitmweb have equally powerful functions as our console interface, and also take the advantage of its flexible Web interface, bringing some awesome visualization features to it.",,[],[]
18, Implement a PCP Instrumentation API in Rust ,The primary goal of this project is to build a native PCP MMV instrumentation library in Rust with a high-level API that developers can use in their..., Saurav Sachidanand ," Mentor  Suyash ., Ryan Doyle, Josh Stone ", Organization  Performance Co-Pilot ,/archive/2017/projects/4793296782098432,https://github.com/performancecopilot/hornet/commits/master?author=saurvs,No,No,"The primary goal of this project is to build a native PCP MMV instrumentation library in Rust with a high-level API that developers can use in their applications to report arbitrary metrics at runtime. Metrics will be written out in the Memory Mapped Values format v1/2, which can then be read by a Performance Metric Domain Agent. Sub-goals include building a Rust API and command line utility to dump metrics from an MMV file, and examples of embedding the MMV instrumentation library inside popular Rust projects (such as Iron and Hyper).",,"['https://github.com/performancecopilot/hornet/pull/32', 'https://github.com/performancecopilot/hornet/pull/29', 'https://github.com/performancecopilot/hornet/pull/31', 'https://github.com/performancecopilot/hornet/pull/30', 'https://github.com/performancecopilot/hornet/pull/28', 'https://github.com/performancecopilot/hornet/pull/27', 'https://github.com/performancecopilot/hornet/pull/25', 'https://github.com/performancecopilot/hornet/pull/26', 'https://github.com/performancecopilot/hornet/pull/24', 'https://github.com/performancecopilot/hornet/pull/23', 'https://github.com/performancecopilot/hornet/pull/19', 'https://github.com/performancecopilot/hornet/pull/15', 'https://github.com/performancecopilot/hornet/pull/14', 'https://github.com/performancecopilot/hornet/pull/13', 'https://github.com/performancecopilot/hornet/pull/10', 'https://github.com/performancecopilot/hornet/pull/12', 'https://github.com/performancecopilot/hornet/pull/11', 'https://github.com/performancecopilot/hornet/pull/9', 'https://github.com/performancecopilot/hornet/pull/7']",[]
19, Database Versioning in Apache Airavata ,"Considering Airavata, which has multiple developers contributing to the project, there is bound to be a situation where the databases and the data...", Sneha Tilak , Mentor  Suresh Marru , Organization  Apache Software Foundation ,/archive/2017/projects/4793818889060352,https://cwiki.apache.org/confluence/display/AIRAVATA/A+gist+of+my+summer+with+Apache+Airavata+during+GSoC+2017,Yes,Yes,"Considering Airavata, which has multiple developers contributing to the project, there is bound to be a situation where the databases and the data stored in it are not synchronized. Even with a single instance, it takes a significant amount of time to make sure that the changes are in sync when more than one developer works on it. The goal of this project is to introduce versioning of databases (schema and data) when merging a developed branch to the master branch before deploying the revision.",,"['https://github.com/apache/airavata-php-gateway/pull/58', 'https://github.com/apache/airavata/pull/111']",[]
20, Carbon Footprint ( Mobile App ) ,This mobile app will be used to tell user about CO2 emission during user’s activity . This app will find the type of activity and distance travelled..., Anuj Gupta ," Mentor  Prateek Gupta, Kolya Opahle, Bruno Woltzenlogel Paleo, Daniyar Itegulov, Chirag Arora ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2017/projects/4799017946972160,https://gitlab.com/aossie/CarbonFootprint-Mobile/blob/master/doc/GSoC/2017/AnujGupta.md,Yes,No,"This mobile app will be used to tell user about CO2 emission during user’s activity . This app will find the type of activity and distance travelled . Based on activity type and distance travelled by user , CO2 emission will be measured by using same formula used in existing browser extensions . This measurement will be real time , i.e. , user will be notified about CO2 emission at same time while he/she is travelling . This app will also contain Google Map to show user about his/her source and destination which will help user in navigating the path ( Having less CO2 emission) along with current information about CO2 emission .
Platform Used - This mobile app will be developed as a Hybrid app . For Hybrid app development , React Native framework will be used along with Scala.js to make it cross-platform and easy to develop and maintain .
Functionalities provided by Mobile app -

Google account authentication 
Google Map showing path (having less CO2 emission) between source and destination
Details about CO2 emission and its calculation
Other features like 'learn more about Carbon Footprint'  , 'set CO2 emission rate of user’s vehicle' , 'logout' etc.",,[],[]
21, TVB-Modernize visualizers ,"Some of the TVB visualisers are already old and need improvement. This project aims to update three of them, more specific the Wavelet Spectrogram...", DanPop , Mentor  Lia Domide , Organization  INCF ,/archive/2017/projects/4799755070734336,https://gist.github.com/danvladpop/c46831b90a32223c99f96afbb1f8d691,No,Yes,"Some of the TVB visualisers are already old and need improvement. This project aims to update three of them, more specific the Wavelet Spectrogram Visualiser, the Fourier Spectrum Visualiser and if the time allows until the end of this project, also the Complex Coherence Visualiser.",,[],[]
22, Reinforcement Learning Framework ,This projects will implement a framework for double deep Q-Learning and some asynchronous methods for DeepRL including asynchronous one-step..., Shangtong Zhang , Mentor  Marcus Edel , Organization  mlpack ,/archive/2017/projects/4800276775043072,http://mlpack.org/gsocblog/deep-reinforcement-learning-methods-summary.html,No,No,"This projects will implement a framework for double deep Q-Learning and some asynchronous methods for DeepRL including asynchronous one-step Q-learning, asynchronous one-step Sarsa, asynchronous n-step Q-learning and asynchronous advantage actor-critic. It will also refactor the existing neural network components to make it more compatible with DeepRL.",,[],[]
23, Convolutional Deep Neural Networks on GPUs for Particle Physics Applications ,The Convolutional Neural Networks (CNNs) are one special type of a deep learning neural networks with an enormous discriminative power for image..., Vladimir Ilievski ," Mentor  Sergei Gleyzer, Lorenzo Moneta, Enric Tejedor, Omar Zapata ", Organization  CERN-HSF ,/archive/2017/projects/4801233076355072,https://ilievskiv.github.io/2017/08/23/final-submission/,No,Yes,"The Convolutional Neural Networks (CNNs) are one special type of a deep learning neural networks with an enormous discriminative power for image classification. In fact, they significantly outperform the standard Computer Vision techniques of manually extracting image features and then building classifiers on top of them.
Recently, the physicist started to harness the power of the CNNs in the task of particle tagging. In their paper Oliveira et al. 2015 used the jet images in combination with CNNs to obtain better results to jet tagging in comparison to the standard physically-motivated features. Moreover, using the simulations of particle smashing, which in fact produces an accurate 3D image, is another potential use of the CNNs.
Since ROOT is the state-of-the-art data analysis tool extensively used in the High Energy Physics, it is of paramount importance to integrate a CNN implementation in its submodule called TMVA. For this reason, throughout this project I will implement such a solution.",,[],[]
24, MyHDL: Fixed-point Compiler ,"This project is aimed to provide a fixed point compiler backend for the fixbv type defined in MEP-111 of MyHDL project.
When the project finishes,...", qrqiuren ," Mentor  Henry Gomersall, cfelton ", Organization  Python Software Foundation ,/archive/2017/projects/4804968624160768,http://discourse.myhdl.org/t/gsoc-1-work-product-summary/218,No,No,"This project is aimed to provide a fixed point compiler backend for the fixbv type defined in MEP-111 of MyHDL project.
When the project finishes, MyHDL should have a complete implementation of fixbv and its compiler backend with complete documentation, include tutorials and reference.",,['https://github.com/myhdl/myhdl/pull/228'],[]
25, A Procedural Watercolor Brush Engine for Krita ,"Watercolor is one of the most complex tools for imitation. The painting, painted with watercolors, depends to a large extent on the motion of the...", Grigory Tantsevov ," Mentor  Dmitry Kazakov, Julian Thijssen ", Organization  KDE ,/archive/2017/projects/4810122584915968,https://community.kde.org/GSoC/2017/StatusReports/GrigoryTantsevov,No,No,"Watercolor is one of the most complex tools for imitation. The painting, painted with watercolors, depends to a large extent on the motion of the pigment solution, on the paper worn. This process is rather difficult to model, because, depending on the environment, the system will continue to change for some time after the artist finished painting.",,[],[]
26, Implementation of the Improved Many-Light Sampling Algorithm by Nathan Veghdal ,In order to render a nice looking scene (where light is concerned) we need to take into consideration that an object is lit by a combination of..., Petra Gospodnetić , Mentor  Franz , Organization  appleseedhq ,/archive/2017/projects/4810446049640448,https://medium.com/@petragospodneti/gsoc-2017-with-appleseedhq-cc5f33d04170,No,No,"In order to render a nice looking scene (where light is concerned) we need to take into consideration that an object is lit by a combination of indirect and direct light, where each reflected light ray (indirect light) represents a new light source (small but not unimportant). With that in mind, the number of light sources in a scene expands rapidly and requires a program to traverse the lights optimally when estimating their significance and impact for each scene point. As such, the many-light problem is introduced when calculating global illumination.
There are different algorithms to compute the global illumination, but each of those algorithms needs to sample all the lights of the scene first, and then do the computations. Optimizing the light sampling algorithm leads to faster and more efficient use of rendering time with the same degree of image realism, which are the exact same reasons why improvement of many-light sampling in Appleseed is required.
Within the proposal I've given an overview of the implementation approach of the new many-light sampling algorithm, split the overall problem into smaller pieces and tried to propose a realistic implementation timeline.",,[],[]
27, Cross-Validation and Hyper-Parameter Tuning ,Solving a problem with machine learning algorithms is often a tedious process that requires many experiments before things start to work. The project..., Kirill Mishchenko , Mentor  Ryan Curtin , Organization  mlpack ,/archive/2017/projects/4812231682293760,http://mlpack.org/gsocblog/cross-validation-and-hyper-parameter-tuning-summary.html,No,No,Solving a problem with machine learning algorithms is often a tedious process that requires many experiments before things start to work. The project aims to add to mlpack essential tools automating this process - tools to validate and tune hyper-parameters - to help you find one of the best configurations for a machine learning algorithm.,,[],[]
28, BeagleLibs: Libraries for interfacing with the BeagleBone in Rust and Go ,"My project is basically two high quality, well-documented libraries for interfacing with BeagleBone hardware in Rust and Go.
These libraries will...", ee , Mentor  Trevor Woerner , Organization  BeagleBoard.org Foundation ,/archive/2017/projects/4815942534037504,https://github.com/ekmecic/libbeaglebone,No,No,"My project is basically two high quality, well-documented libraries for interfacing with BeagleBone hardware in Rust and Go.
These libraries will provide interfaces for common usecases like GPIO, ADC reads, PWM, UART, SPI, and I2C (I'm open to more!).
The intent of the project is to bridge the gap between the lower level and the higher level languages and make using the BeagleBone accessible to a wider range of users.
People trying to get into hardware projects today are faced with difficult choices, especially when it comes to the platform their project will be based on.
The BeagleBone community has made an great strides toward bridging this gap by with the cheap and approachable BeagleBones, but users are still confronted with the choice of fast/difficult to use C, or easy to use/slow JavaScript.
Users seeking to work on the BeagleBone shouldn't have to face this choice; which is where this project comes in.
By providing a well-documented set of libraries for the common tasks that every hardware project uses, users will be able to harness the power of performant languages while still having a pleasant development process.",,[],[]
29, Transformation of IN predicate into IN subquery based on implementation of table value constructor ,"Now in MariaDB if in a query [NOT] IN predicate is used with a long list of values, SEL_TREE structures are built to check if the range access based...", Galina Shalygina , Mentor  Igor Babaev , Organization  MariaDB ,/archive/2017/projects/4816368004235264,http://gsocmariadbshagalla.blogspot.ru/2017/08/gsoc-2017-final-evaluation.html,No,No,"Now in MariaDB if in a query [NOT] IN predicate is used with a long list of values, SEL_TREE structures are built to check if the range access based on this predicate can be used. Building SEL_TREE structures takes a huge amount of memory. In this case it will be better to transform the predicate into [NOT] IN subquery with 
 built over the list of values in its FROM list.
This project includes addition of 
 to SQL of MariaDB and implementation of the above-mentioned transformation.",,[],[]
30, Boolean operations with polygons on Octave ,"I got to know about Octave last year only when I started Machine Learning course of Andrew Ng online. Till then , I only knew abut Matlab. But when I...", PiyushJain , Mentor  Juan Pablo Carbajal , Organization  GNU Octave ,/archive/2017/projects/4816941248151552,https://github.com/piyush-jain1/GSoC17OctaveGeometry,No,No,"I got to know about Octave last year only when I started Machine Learning course of Andrew Ng online. Till then , I only knew abut Matlab. But when I first used Octave, I found that it can do almost everything which Matlab can (as far as I have used).I was pretty happy to know that there is such a free open source software, so when I found a project in this year's GSoC on Octave, I was pretty interested to contribute to the project and make Octave more better, as far as I can.
In this task, there is something which will help me use geometrical skills as well as development skills. That''s why I have chosen this project.I read about the Clipper Library which is to be used for this project.  I wrote a function for Union of two Polygons for Octave by using Clipper Library. It was written in C++.
All in all, I am pretty excited and looking forward to this project.",,[],[]
31, Social Navigation with RoboComp ,The aim of this project is to integrate social behaviors into the RoboComp navigation agent. Mobile robots that encounter people on a regular basis..., Yohan M R , Mentor  Pedro Núñez Trujillo , Organization  RoboComp ,/archive/2017/projects/4821890795307008,https://yohanmr.github.io/,No,No,"The aim of this project is to integrate social behaviors into the RoboComp navigation agent. Mobile robots that encounter people on a regular basis must react to them in some way or the other. Traditional robot control algorithms for path planning and obstacle avoidance treat all sensor readings identically, as foreign objects that must be avoided. However, for a mobile robot that operates around people, these traditional algorithms may not follow the social norms. Even simple conventions like move to the right when a person is encountered might not be honored by these algorithms. However, people would want to, or rather tend to perceive robots-particularly assistive robots, as human like. So catering to this need social behavior will be implemented via certain cost functions.",,[],[]
32, MNE-Python: Hilbert beamformer for source reconstruction of neural oscillations ,Beamforming is among the most widely used source localization techniques for MEG and EEG data in neuroscience. This project aims at porting an..., britta-wstnr ," Mentor  agramfort, Denis Engemann ", Organization  Python Software Foundation ,/archive/2017/projects/4824409525190656,https://brittas-summerofcode.blogspot.de/2017/08/google-summer-of-code-2017-final-report.html,Yes,Yes,"Beamforming is among the most widely used source localization techniques for MEG and EEG data in neuroscience. This project aims at porting an updated version of the five-dimensional beamformer to analyze time-frequency data in source space (Dalal et al., 2008; implemented in MNE-Python as “tf_lcmv”). 
The update adopts the Hilbert transform to obtain a continuous amplitude and phase time series per frequency band, in contrast to the previous method that utilizes discrete time windows and does not retain phase information. It also adds a weight normalization option to the LCMV beamformer (neural activity index and unit noise gain), which will be available for other LCMV versions as well.
Furthermore, statistical testing of the Hilbert beamformer output using the Wilcoxon rank sum test will be implemented to complete the new Hilbert beamformer pipeline. Due to the size of the MEG data and intensiveness of the calculations, the code will be developed with memory efficiency and parallelization in mind.
Interactive visualization of source-localized time frequency representations will complete the Hilbert beamformer routine.",,"['https://github.com/mne-tools/mne-python/pull/4321', 'https://github.com/mne-tools/mne-python/pull/4384', 'https://github.com/mne-tools/mne-python/pull/4389', 'https://github.com/mne-tools/mne-python/pull/4424', 'https://github.com/mne-tools/mne-python/pull/4430', 'https://github.com/mne-tools/mne-python/pull/4455', 'https://github.com/mne-tools/mne-python/pull/4506']",[]
33, G-Node : odML Library and Editor ,"The open metaData Markup Language (odML), is a standard and organized format for recording, maintaining, and exchanging metadata in an automated...", Shubham Dighe ," Mentor  Jan Grewe, Achilleas Koutsou, Michael Sonntag ", Organization  INCF ,/archive/2017/projects/4831228591079424,https://gist.github.com/digaru19/d23ac93f78f7f008736d5752be34e824,No,Yes,"The open metaData Markup Language (odML), is a standard and organized format for recording, maintaining, and exchanging metadata in an automated fashion. It’s core principle is the simple, yet highly effective idea of successful collaboration by making the complete set of metadata available with the experiment or project data. This approach of storing the metadata in a standardized way for further experimentation and analysis of the results and observations, ensures the accessibility and reusability of the experimental data. It can save us hours of searching and reconstruction of parameters and conditions for performing an experimentation or analysis, sometime in the future.
 The main goals of this project in GSoC 17 are :-

Define an interface for the odML library that is totally independent of the GUI. 
The whole GUI-related codebase should be made Python 3.x compliant.

In this proposal, I've given my approach towards completing goals, with a detailed description of each process, along with the timeline.",,"['https://github.com/G-Node/python-odml/pull/125', 'https://github.com/G-Node/odml-ui/pull/36', 'https://github.com/G-Node/python-odml/pulls?q=is%3Apr%20author%3Adigaru19', 'https://github.com/G-Node/odml-ui/pulls?q=is%3Apr%20author%3Adigaru19']",['https://github.com/G-Node/python-odml/issues/85']
34, The P2PSP virtual room application ,"P2PSP.org is a nonprofit organization that develops the P2PSP protocol, an application layer protocol designed for the real-time streaming of...", Amritanshu Jain ," Mentor  josman, Cristóbal Medina-López, Leocadio Gonzalez Casado ", Organization  P2PSP.org ,/archive/2017/projects/4831647216173056,https://gist.github.com/jainamritanshu/6d6e737e83099cc42825926bd2bee454,Yes,Yes,"P2PSP.org is a nonprofit organization that develops the P2PSP protocol, an application layer protocol designed for the real-time streaming of multimedia content over the Internet. I would like to contribute to the idea of Virtual Room this summers and be a part of the community. Recently I have been involved with a lot of real time applications .The hidden motivation behind choosing this project is mainly due to an application I recently developed, Latch for a hackathon. It is a Location based chat application, using Django as the primary backend server and Node.js for real time data handling. I already had an idea of developing a similar video based application which introduced me to WebRTC. I saw this project of Virtual Room in P2PSP, and the idea of an open source real time video streaming application fascinated me a lot. I believe that it could be very useful and can create an impact on the community.",,[],[]
35, Client-side public-key encryption module for Drupal 8 ,The goal of this project is to provide a Drupal 8 module for client-side encryption using elliptic curve cryptography. Module will implement..., Marcin Czarnecki ," Mentor  Colan Schwartz, Adam Bergstein ", Organization  Drupal ,/archive/2017/projects/4835815616151552,https://www.drupal.org/node/2901707,No,No,The goal of this project is to provide a Drupal 8 module for client-side encryption using elliptic curve cryptography. Module will implement client-side cryptography by using the Stanford JavaScript Crypto Library (SJCL).,,[],[]
36, CppSharp / Maintenance & Improvement tasks ,CppSharp is a tool and set of libraries which allows programmers to use C/C++ libraries with high-level programming languages (such as C#). It is a..., Mohit Mohta , Mentor  Joao Matos , Organization  Mono Project ,/archive/2017/projects/4836388860067840,https://gist.github.com/mohtamohit/0f25af3fdc6633af8d51d19f5281f99f,No,Yes,"CppSharp is a tool and set of libraries which allows programmers to use C/C++ libraries with high-level programming languages (such as C#). It is a tool that takes C/C++ header and library files and generates the necessary glue to surface the native API as a managed API. Such an API can be used to consume an existing native library in your high-level code or add scripting support to a native codebase. The supported target languages at present are C# and C++/CLI. It can also be used as a library to parse native code into a syntax tree with a rich declaration and type information model. This, thus, demands a lot of improvements and maintenance tasks as per the feedback from the users over the course of time. So, I'll try to fix as many bugs as I can and add as many new useful features that I can.",,[],"['https://github.com/mono/CppSharp/issues/861', 'https://github.com/mono/CppSharp/issues/511']"
37, Implement GeneMANIA in Julia for High-performance Computing ,"The aim of the project is to Implement GeneMANIA in Julia to optimize netDx for high-performance computing.
The current Java-based implementation of...", Guodong Xu ," Mentor  Gary Bader, Shraddha Pai ", Organization  National Resource for Network Biology (NRNB) ,/archive/2017/projects/6478670940078080,http://memoiry.github.io/ModMashup.jl/dev/GSoC.html,No,No,"The aim of the project is to Implement GeneMANIA in Julia to optimize netDx for high-performance computing.
The current Java-based implementation of GeneMANIA scales poorly on compute clusters because of the interaction Java's memory management with the architecture of these systems. Removing this bottleneck would allow netDx to handle datasets on the order of 10K-100K patients, 100-1000X larger than the size of current datasets.
Julia is a high-level programming language, with syntax similar to Matlab and Python. It provides efficient matrix representation and built-in parallel execution capabilities, making it better suited for high-performance computing (HPC). In addition to optimizing netDx for HPC, the network integration algorithm will be tuned for problems specific to netDx, such as having relatively fewer nodes and more networks.",,[],[]
38, Middlewares for common web application chores ,"Implementation of mid-level features - specifically routing, load-balancing, cookie/session handling, and authentication.", Sarvjeet Ghotra , Mentor  Jacob Quinn , Organization  The Julia Language ,/archive/2017/projects/6482146642362368,https://gist.github.com/sarvjeetsinghghotra/165fce3b5dd7288ccd7825134640c3d7,No,No,"Implementation of mid-level features - specifically routing, load-balancing, cookie/session handling, and authentication.",,[],[]
39, Visualization Module for the Ehub Modeling Tool ,The Energy Hub (Ehub) Modeling Tool is a set of MATLAB scripts for writing and executing a district energy system optimization. The purpose of the..., Soumyadip Ghosh ," Mentor  Andrew Bollinger, bmorvaj "," Organization  Urban Energy Systems Laboratory, Empa ",/archive/2017/projects/6482668749324288,https://gist.github.com/gmomo/040f0728cbe94171e9b95a836ac6f9ed,Yes,Yes,"The Energy Hub (Ehub) Modeling Tool is a set of MATLAB scripts for writing and executing a district energy system optimization. The purpose of the tool is to aid the design of decentralized energy systems at the building and district level. It can be used for creating, executing and visualizing the results of an energy hub model for a given case study and a set of technologies. The Ehub Modeling Tool takes as input case study data and technology data in defined formats and outputs an AMS file which is executed in the optimization package Aimms. The Ehub Modeling Tool also includes R code for visualizing the results of the energy hub model.
This project focuses on developing a Python-based visualization module for the Ehub Modeling Tool. The results from a run of the model include the optimal dispatch schedule of different technologies, the technologies to be installed and the optimal capacities of these technologies, and other data. This project involves developing a set of scripts to import and visualize the results data from a set of experiments.",,[],[]
40, An iOS app making use of the SUSI.AI Server functionalities ,The main aim of this project was to develop an iOS app on top of the SUSI.AI Server functionalities. The server makes use of different skills which..., Chashmeet Singh ," Mentor  Victoria Purynova, Thong Tran, Michael Christen, Manan Wason, Shams Jaber, Mario Behling, Sebastian Oliva, Sudheesh Singanamalla ", Organization  FOSSASIA ,/archive/2017/projects/6483869595336704,https://gist.github.com/chashmeetsingh/c3db2ee75ae7b416360467379fa9a9aa,No,Yes,"The main aim of this project was to develop an iOS app on top of the SUSI.AI Server functionalities. The server makes use of different skills which are defined in the Skill Data Repository. The app will have functionalities such as replying intelligently to user's queries, helping users in their day to day lives, hot word detection, and training, synchronizing settings across all the clients and much more.",,"['https://github.com/fossasia/susi_iOS/pulls/chashmeetsingh', 'https://github.com/fossasia/susi_skill_data/pulls/chashmeetsingh']",['https://github.com/fossasia/susi_iOS/issues/created_by/chashmeetsingh']
41, Vorbis Encoder Improvements ,"Vorbis as a lossy audio codec provides excellent quality audio compared to other codecs at a similar bit rate, including MP3, and even comparable to...", Tyler Jones , Mentor  atomnuker , Organization  FFmpeg ,/archive/2017/projects/6487867807236096,https://tjones879.github.io/blog/gsoc-2017/,No,No,"Vorbis as a lossy audio codec provides excellent quality audio compared to other codecs at a similar bit rate, including MP3, and even comparable to AAC. High-quality audio combined with a fully open license should be valued by the open source community as an alternative to codecs that require a patent license for encoding or payments in order to legally stream.
However, FFmpeg’s native vorbis encoder is currently labeled as experimental or broken due to its relatively poor performance and audio quality in comparison to competing audio codecs. It serves only to output a valid bitstream, with little concern about quality. This project aims to improve the general performance of the encoder, bringing it closer to a viable status. This will be done by integrating features of the existing AAC psychoacoustic model system within the native Vorbis encoder and adapting the FFmpeg Vorbis decoder to utilize that new information. Finally, additional documentation and test coverage will be added to enable long-term development in this area.",,[],[]
